,feature,class_label
1785,"[-9.8698507e-09 -2.4674627e-09  9.8698507e-09  7.4023880e-09
  9.8698507e-09 -1.4804776e-08 -1.2337313e-08  7.4023880e-09
 -1.2337313e-09  4.9349254e-09 -9.8698507e-09  8.6361194e-09
 -9.8698507e-09 -4.9349254e-09 -4.9349254e-09 -9.8698507e-09
 -7.4023880e-09 -4.9349254e-09  9.8698507e-09 -9.8698507e-09
  1.4804776e-08  0.0000000e+00  9.8698507e-09 -4.9349254e-09
 -4.9349254e-09  0.0000000e+00  9.8698507e-09  2.4674627e-09
  9.8698507e-09  4.9349254e-09  0.0000000e+00  9.8698507e-09
  0.0000000e+00 -1.9739701e-08  0.0000000e+00  0.0000000e+00
 -4.9349254e-09  4.9349254e-09 -9.8698507e-09  0.0000000e+00]",ataque
1786,"[-4.9285496e-09 -1.4785648e-08  0.0000000e+00 -9.8570991e-09
  4.9285496e-09 -1.4785648e-08  4.9285496e-09  0.0000000e+00
 -1.4785648e-08 -4.9285496e-09  1.4785648e-08 -7.3928241e-09
 -1.4785648e-08  0.0000000e+00 -9.8570991e-09  1.4785648e-08
 -1.4785648e-08  4.9285496e-09  0.0000000e+00  9.8570991e-09
 -9.8698507e-09 -1.3571045e-08 -1.4804776e-08  4.9349254e-09
 -9.8698507e-09  2.4674627e-09  0.0000000e+00 -9.8698507e-09
  1.4804776e-08 -4.9349254e-09  9.8698507e-09 -1.2337313e-09
 -9.8698507e-09  7.4023880e-09 -2.4674627e-09  7.4023880e-09
 -4.9349254e-09  9.8698507e-09  1.1103582e-08 -7.4023880e-09]",resposta
1787,"[ 0.0000000e+00  4.9349254e-09  9.8698507e-09 -4.9349254e-09
  2.4674627e-09 -1.4804776e-08  0.0000000e+00  0.0000000e+00
 -1.1103582e-08  2.4674627e-09  0.0000000e+00 -1.2337313e-09
 -9.8698507e-09 -4.9349254e-09 -2.4674627e-09 -4.9349254e-09
 -4.9349254e-09  8.6361194e-09 -2.4674627e-09  0.0000000e+00
 -2.9571297e-08  0.0000000e+00 -2.4642748e-09 -2.4642748e-09
 -4.9285496e-09 -4.9285496e-09  1.2321373e-08  9.8570991e-09
  4.9285496e-09 -7.3928241e-09  0.0000000e+00  9.8570991e-09
  0.0000000e+00  9.8570991e-09  0.0000000e+00  9.8570991e-09
 -4.9285496e-09 -9.8570991e-09  9.8570991e-09 -7.3928241e-09]",ataque
1788,"[ 0.0000000e+00 -4.9509374e-09 -9.9018749e-09  8.6641405e-09
  0.0000000e+00 -9.9018749e-09  4.9509374e-09  4.9509374e-09
 -1.4852812e-08  4.9509374e-09  9.9018749e-09 -4.9509374e-09
  6.1886718e-09  4.9509374e-09 -4.9509374e-09  9.9018749e-09
  4.9509374e-09  1.2377344e-08  9.9018749e-09 -2.4754687e-09
 -1.9739701e-08  9.8698507e-09  7.4023880e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00 -7.4023880e-09
  4.9349254e-09  9.8698507e-09  0.0000000e+00  4.9349254e-09
  0.0000000e+00  7.4023880e-09  1.4804776e-08  9.8698507e-09
 -9.8698507e-09  7.4023880e-09 -2.4674627e-09 -9.8698507e-09]",ataque
1789,"[-9.8570991e-09  0.0000000e+00  7.3928241e-09 -9.8570991e-09
  4.9285496e-09  2.4642748e-09  0.0000000e+00 -4.9285496e-09
  4.9285496e-09  2.9571297e-08 -4.9285496e-09  9.8570991e-09
 -3.6964121e-09  3.0803433e-09 -9.8570991e-09  4.9285496e-09
  0.0000000e+00  6.1606866e-09  7.3928241e-09  4.9285496e-09
  0.0000000e+00  9.8698507e-09  0.0000000e+00 -7.4023880e-09
 -9.8698507e-09 -4.9349254e-09 -4.9349254e-09 -4.9349254e-09
  1.2337313e-08 -1.9739701e-08 -9.8698507e-09 -2.4674627e-09
  9.8698507e-09 -4.9349254e-09 -4.9349254e-09  4.9349254e-09
  0.0000000e+00  4.9349254e-09 -9.8698507e-09  8.6361194e-09]",resposta
1790,"[ 0.0000000e+00 -4.9349254e-09  9.8698507e-09 -4.9349254e-09
  9.8698507e-09  0.0000000e+00  4.9349254e-09  3.7011940e-09
  0.0000000e+00 -4.9349254e-09  4.9349254e-09 -4.9349254e-09
 -9.8698507e-09  7.4023880e-09  0.0000000e+00  2.4674627e-09
  1.9739701e-08 -4.9349254e-09  9.8698507e-09 -4.9349254e-09
  0.0000000e+00 -4.9349254e-09  0.0000000e+00 -2.4674627e-09
 -1.4804776e-08 -9.8698507e-09  0.0000000e+00 -4.9349254e-09
 -9.8698507e-09  1.9739701e-08 -9.8698507e-09 -4.9349254e-09
  0.0000000e+00 -4.9349254e-09  9.8698507e-09 -1.2337313e-08
 -4.9349254e-09  1.1103582e-08  0.0000000e+00 -4.9349254e-09]",resposta
1791,"[ 4.9349254e-09 -3.7011940e-09  4.9349254e-09 -9.8698507e-09
  0.0000000e+00  0.0000000e+00  9.8698507e-09  0.0000000e+00
 -9.8698507e-09 -4.9349254e-09 -4.9349254e-09  4.9349254e-09
 -1.3571045e-08  4.9349254e-09  9.8698507e-09 -1.4804776e-08
  0.0000000e+00  1.4804776e-08  2.4674627e-09 -4.9349254e-09
 -9.8698507e-09 -4.9349254e-09  1.2337313e-09  0.0000000e+00
 -1.9739701e-08  4.9349254e-09  9.8698507e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -4.9349254e-09  0.0000000e+00
 -4.9349254e-09 -2.4674627e-09  9.8698507e-09  0.0000000e+00
 -4.9349254e-09  0.0000000e+00 -1.9739701e-08  0.0000000e+00]",resposta
1792,"[-9.9018749e-09  9.9018749e-09 -9.9018749e-09  4.9509374e-09
 -9.9018749e-09  9.9018749e-09  0.0000000e+00  0.0000000e+00
  0.0000000e+00  9.9018749e-09 -9.9018749e-09 -4.9509374e-09
 -7.4264062e-09  1.3615078e-08  9.9018749e-09  9.9018749e-09
 -2.4754687e-09  4.9509374e-09  9.9018749e-09 -4.9509374e-09
 -6.1606866e-09 -7.3928241e-09  9.8570991e-09 -7.3928241e-09
 -1.2321374e-09 -4.9285496e-09  0.0000000e+00  0.0000000e+00
 -4.9285496e-09 -4.9285496e-09 -4.9285496e-09  1.4785648e-08
  4.9285496e-09  9.8570991e-09 -9.8570991e-09  6.1606866e-09
  9.8570991e-09  9.8570991e-09  3.6964121e-09 -4.9285496e-09]",resposta
1793,"[ 0.0000000e+00  4.9349254e-09 -9.8698507e-09 -9.8698507e-09
  8.6361194e-09  0.0000000e+00  8.0192537e-09  1.9739701e-08
 -1.2337313e-08 -9.8698507e-09  4.9349254e-09  0.0000000e+00
 -2.4674627e-09  4.9349254e-09  1.4804776e-08  0.0000000e+00
 -1.4804776e-08  1.9739701e-08 -1.4804776e-08 -4.9349254e-09
 -2.9686360e-08  1.9790907e-08  9.8954533e-09  0.0000000e+00
  9.8954533e-09  9.8954533e-09  9.8954533e-09  0.0000000e+00
 -9.8954533e-09  0.0000000e+00 -9.8954533e-09  2.4738633e-09
  9.8954533e-09 -4.9477267e-09  0.0000000e+00 -6.1846586e-09
  9.8954533e-09  1.2369317e-08 -9.8954533e-09  0.0000000e+00]",ataque
1794,"[ 0.0000000e+00 -1.1103582e-08 -9.8698507e-09 -9.8698507e-09
 -9.8698507e-09  7.4023880e-09 -4.9349254e-09  4.9349254e-09
 -4.9349254e-09  0.0000000e+00 -9.8698507e-09  0.0000000e+00
  0.0000000e+00 -1.4804776e-08  7.4023880e-09  0.0000000e+00
  0.0000000e+00 -7.4023880e-09 -4.9349254e-09  0.0000000e+00
  9.8698507e-09  9.8698507e-09  1.9739701e-08  0.0000000e+00
  4.9349254e-09  0.0000000e+00  0.0000000e+00 -2.4674627e-09
 -1.9739701e-08  3.7011940e-09  9.8698507e-09  0.0000000e+00
  0.0000000e+00 -9.8698507e-09  9.8698507e-09  0.0000000e+00
 -9.8698507e-09  0.0000000e+00  4.9349254e-09 -7.4023880e-09]",ataque
1795,"[ 0.0000000e+00 -7.4023880e-09 -9.8698507e-09  9.8698507e-09
 -9.8698507e-09  0.0000000e+00  7.4023880e-09  9.8698507e-09
 -5.5517910e-09  0.0000000e+00 -9.8698507e-09  9.8698507e-09
 -2.4674627e-09  0.0000000e+00 -9.8698507e-09 -9.8698507e-09
 -9.8698507e-09 -4.9349254e-09  6.1686567e-09 -1.2337313e-08
 -1.9739701e-08  0.0000000e+00 -1.9739701e-08  4.9349254e-09
 -7.4023880e-09 -7.4023880e-09  9.8698507e-09  9.8698507e-09
  9.8698507e-09  0.0000000e+00  1.1103582e-08 -4.9349254e-09
 -9.8698507e-09  1.4804776e-08 -2.4674627e-09  0.0000000e+00
  1.9739701e-08 -4.9349254e-09  0.0000000e+00  9.8698507e-09]",resposta
1796,"[ 4.9317355e-09 -4.9317355e-09  4.9317355e-09 -4.9317355e-09
 -7.3976030e-09 -1.2329338e-08  0.0000000e+00 -9.8634709e-09
 -2.4658677e-09 -1.4795206e-08 -4.9317355e-09  4.9317355e-09
  7.3976030e-09  0.0000000e+00  1.2329339e-09 -7.3976030e-09
  0.0000000e+00  0.0000000e+00  2.4658677e-09 -9.8634709e-09
  0.0000000e+00  2.4626838e-09  0.0000000e+00  7.3880515e-09
 -7.3880515e-09 -1.2313419e-09  0.0000000e+00  4.9253677e-09
 -2.4626838e-09  0.0000000e+00  0.0000000e+00  6.1567098e-09
  9.8507353e-09  0.0000000e+00  7.3880515e-09  0.0000000e+00
 -3.6940258e-09 -7.3880515e-09 -3.6940258e-09 -6.1567098e-09]",ataque
1797,"[ 1.4776103e-08 -1.4776103e-08  2.4626838e-09 -9.8507353e-09
 -2.4626838e-09 -4.9253677e-09  1.9701471e-08 -2.4626838e-09
  7.3880515e-09 -6.7723804e-09  0.0000000e+00  0.0000000e+00
  1.2313420e-08  3.6940258e-09  0.0000000e+00 -1.4776103e-08
 -1.0158571e-08  9.8507353e-09  9.8507353e-09  0.0000000e+00
  9.8634709e-09  1.2329338e-08  2.4658677e-09 -3.0823346e-09
 -9.8634709e-09  0.0000000e+00 -9.8634709e-09  7.3976030e-09
 -4.9317355e-09  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -1.4795206e-08  2.4658677e-09 -7.3976030e-09
  9.8634709e-09  9.8634709e-09  6.1646692e-09 -4.9317355e-09]",ataque
1798,"[ 4.92536767e-09 -2.46268383e-09  9.85073534e-09  4.92536767e-09
 -4.92536767e-09  2.46268383e-09  0.00000000e+00 -2.46268383e-09
  1.47761030e-08  0.00000000e+00 -4.92536767e-09 -1.47761030e-08
  0.00000000e+00  7.38805150e-09  9.85073534e-09 -1.97014707e-08
  0.00000000e+00  6.15670981e-09 -4.92536767e-09  4.92536767e-09
 -9.85073534e-09  4.92536767e-09 -4.92536767e-09  9.23506427e-09
  7.38805150e-09 -4.92536767e-09  1.23134196e-08  4.92536767e-09
 -4.92536767e-09  0.00000000e+00  4.92536767e-09 -4.92536767e-09
  1.97014707e-08 -7.38805150e-09 -9.85073534e-09 -9.85073534e-09
  9.85073534e-09  1.47761030e-08 -4.92536767e-09  1.10820775e-08]",resposta
1799,"[ 7.4312285e-09  9.9083044e-09 -2.4770761e-09  9.9083044e-09
 -9.9083044e-09  0.0000000e+00 -9.9083044e-09  4.9541522e-09
 -2.4770761e-09  9.9083044e-09  0.0000000e+00  0.0000000e+00
  1.4862457e-08  7.4312285e-09  1.2385381e-08  0.0000000e+00
  1.9816609e-08  1.1146843e-08  0.0000000e+00  0.0000000e+00
 -9.9018749e-09 -7.4264062e-09 -4.9509374e-09 -9.9018749e-09
 -1.4852812e-08  9.9018749e-09  0.0000000e+00  0.0000000e+00
  9.9018749e-09 -4.9509374e-09 -1.4852812e-08  4.9509374e-09
  0.0000000e+00 -3.7132031e-09  1.4852812e-08 -1.2377344e-09
  0.0000000e+00  0.0000000e+00  4.9509374e-09 -4.9509374e-09]",resposta
1800,"[ 0.0000000e+00 -4.9509374e-09  0.0000000e+00 -9.9018749e-09
 -1.4852812e-08  9.9018749e-09  4.9509374e-09  0.0000000e+00
  0.0000000e+00  2.4754687e-09  1.2377344e-08 -9.9018749e-09
  0.0000000e+00  4.9509374e-09  1.2377344e-08  4.9509374e-09
 -9.9018749e-09 -9.9018749e-09  2.4754687e-09  1.4852812e-08
  1.1146843e-08  0.0000000e+00  9.9083044e-09  2.4770761e-09
 -4.9541522e-09  9.9083044e-09 -9.9083044e-09  2.4770761e-09
 -7.4312285e-09 -1.4862457e-08  9.9083044e-09  1.2385380e-09
  2.4770761e-09 -9.9083044e-09 -1.4862457e-08  7.4312285e-09
  0.0000000e+00  4.9541522e-09  4.9541522e-09 -4.9541522e-09]",ataque
1801,"[ 4.9221902e-09  9.8443804e-09  0.0000000e+00 -9.8443804e-09
  0.0000000e+00  9.8443804e-09 -9.8443804e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00 -7.3832851e-09  6.1527374e-09
  1.7227665e-08 -4.9221902e-09 -1.2305475e-08  4.9221902e-09
  0.0000000e+00  0.0000000e+00 -9.8443804e-09  0.0000000e+00
 -4.9317355e-09 -1.4795206e-08  0.0000000e+00  1.2329338e-08
  4.9317355e-09  0.0000000e+00 -9.8634709e-09 -1.2329339e-09
  2.4658677e-09  3.6988015e-09  4.9317355e-09 -1.4795206e-08
  0.0000000e+00  1.4795206e-08  0.0000000e+00 -1.4795206e-08
  0.0000000e+00  3.6988015e-09  7.3976030e-09  4.9317355e-09]",resposta
1802,"[ 2.4674627e-09  1.4804776e-08  4.9349254e-09 -9.8698507e-09
 -1.2337313e-09  0.0000000e+00 -1.2337313e-08 -6.1686567e-09
  0.0000000e+00 -4.9349254e-09 -7.4023880e-09  6.1686567e-10
  7.4023880e-09  2.4674627e-09  2.4674627e-09  0.0000000e+00
  0.0000000e+00  4.9349254e-09 -4.9349254e-09  4.9349254e-09
  4.9285496e-09  0.0000000e+00  1.4785648e-08 -1.4785648e-08
 -1.4785648e-08 -1.2321373e-08  7.3928241e-09 -1.4785648e-08
 -4.9285496e-09  4.9285496e-09  0.0000000e+00 -9.8570991e-09
  0.0000000e+00  4.9285496e-09  9.8570991e-09 -6.1606866e-09
  0.0000000e+00  0.0000000e+00  2.4642748e-09  4.9285496e-09]",resposta
1803,"[-9.8570991e-09  3.6964121e-09  9.8570991e-09 -9.8570991e-09
 -4.9285496e-09 -7.3928241e-09  0.0000000e+00  0.0000000e+00
  7.3928241e-09  9.8570991e-09  4.9285496e-09  2.4642748e-09
 -4.9285496e-09  4.9285496e-09 -9.8570991e-09  9.8570991e-09
 -1.2321374e-09  0.0000000e+00 -9.8570991e-09 -4.9285496e-09
 -7.4023880e-09 -4.9349254e-09  4.9349254e-09  4.9349254e-09
  0.0000000e+00  0.0000000e+00 -9.8698507e-09  1.2337313e-09
 -2.4674627e-09  1.2337313e-09 -4.9349254e-09  7.4023880e-09
 -4.9349254e-09 -9.8698507e-09 -9.8698507e-09 -2.4674627e-09
  9.8698507e-09 -4.9349254e-09  9.8698507e-09  3.7011940e-09]",resposta
1804,"[ 0.0000000e+00  0.0000000e+00  9.8570991e-09 -9.8570991e-09
  1.9714198e-08 -4.9285496e-09  0.0000000e+00 -9.8570991e-09
 -9.8570991e-09 -9.8570991e-09  1.4785648e-08 -9.8570991e-09
  9.8570991e-09  1.4785648e-08  4.9285496e-09  1.4785648e-08
 -9.8570991e-09 -4.9285496e-09  9.8570991e-09  0.0000000e+00
  1.2337313e-08 -7.4023880e-09  4.9349254e-09  1.4804776e-08
  0.0000000e+00  6.1686567e-09  0.0000000e+00  0.0000000e+00
  9.8698507e-09  6.1686567e-09  0.0000000e+00 -1.4804776e-08
 -4.9349254e-09  2.4674627e-09  8.6361194e-09  9.8698507e-09
  2.4674627e-09  9.8698507e-09  3.7011940e-09  4.9349254e-09]",resposta
1805,"[ 4.9541522e-09  0.0000000e+00  0.0000000e+00 -9.9083044e-09
 -7.4312285e-09 -3.7156143e-09  0.0000000e+00  0.0000000e+00
 -4.9541522e-09  1.9816609e-08 -4.9541522e-09  0.0000000e+00
 -4.9541522e-09 -2.4770761e-09 -9.9083044e-09 -7.4312285e-09
 -2.4770761e-08  0.0000000e+00 -1.4862457e-08  0.0000000e+00
  1.4757050e-08  0.0000000e+00 -4.9190163e-09  4.9190163e-09
 -9.8380326e-09  9.8380326e-09  4.9190163e-09 -4.9190163e-09
 -1.2297541e-08  9.8380326e-09 -4.9190163e-09  0.0000000e+00
  1.2297541e-08 -8.6082785e-09  0.0000000e+00  0.0000000e+00
 -1.4757050e-08 -9.8380326e-09 -9.8380326e-09  9.8380326e-09]",ataque
1806,"[-9.8380326e-09 -9.8380326e-09  4.9190163e-09  1.5986803e-08
  0.0000000e+00  9.8380326e-09  1.9676065e-08 -6.1487704e-09
  1.4757050e-08 -9.8380326e-09  9.8380326e-09  0.0000000e+00
  9.8380326e-09 -7.3785249e-09 -1.9676065e-08  0.0000000e+00
  4.9190163e-09  9.8380326e-09  9.8380326e-09 -4.9190163e-09
 -9.9083044e-09  4.9541522e-09  9.9083044e-09 -2.4770761e-09
 -4.9541522e-09 -1.1146843e-08 -1.9816609e-08  0.0000000e+00
  2.4770761e-09  1.4862457e-08  7.4312285e-09  4.9541522e-09
 -7.4312285e-09  1.9816609e-08 -7.4312285e-09  0.0000000e+00
  4.9541522e-09  9.9083044e-09  1.2385380e-09 -9.9083044e-09]",ataque
1807,"[ 0.0000000e+00 -7.4312285e-09  7.4312285e-09  9.9083044e-09
  9.9083044e-09 -2.4770761e-09  0.0000000e+00  0.0000000e+00
  2.4770761e-09 -9.9083044e-09  4.9541522e-09 -7.4312285e-09
  0.0000000e+00  9.9083044e-09  0.0000000e+00 -9.9083044e-09
 -1.4862457e-08  4.9541522e-09  7.4312285e-09  0.0000000e+00
  1.4757050e-08  0.0000000e+00  4.9190163e-09  0.0000000e+00
 -9.8380326e-09  0.0000000e+00  0.0000000e+00  9.8380326e-09
 -9.8380326e-09  9.8380326e-09  0.0000000e+00  7.3785249e-09
  9.8380326e-09 -1.4757050e-08  9.8380326e-09 -9.8380326e-09
  0.0000000e+00  0.0000000e+00 -9.8380326e-09 -1.2297541e-08]",ataque
1808,"[ 0.0000000e+00  9.8698507e-09 -1.9739701e-08  2.4674627e-09
  4.9349254e-09  9.8698507e-09  0.0000000e+00  9.8698507e-09
 -4.9349254e-09  1.2337313e-08 -9.8698507e-09  2.4674627e-09
  2.9609552e-08  9.8698507e-09 -9.8698507e-09 -2.4674627e-09
 -9.8698507e-09  4.9349254e-09  0.0000000e+00 -1.4804776e-08
 -1.9650727e-08  7.3690223e-09 -4.9126818e-09  9.8253636e-09
 -4.9126818e-09  1.9650727e-08  0.0000000e+00 -9.8253636e-09
 -4.9126818e-09 -9.8253636e-09 -4.9126818e-09  1.9650727e-08
  0.0000000e+00  0.0000000e+00  0.0000000e+00 -9.8253636e-09
 -9.8253636e-09  9.8253636e-09  0.0000000e+00  1.2281704e-08]",resposta
1809,"[ 1.7238786e-08  4.9253677e-09  9.8507353e-09 -4.9253677e-09
  9.8507353e-09  4.9253677e-09  9.8507353e-09  0.0000000e+00
  9.8507353e-09  1.2313420e-08  9.8507353e-09  7.3880515e-09
 -4.9253677e-09  1.4776103e-08  7.3880515e-09 -7.3880515e-09
 -2.4626838e-09 -7.3880515e-09 -1.2313419e-09 -9.8507353e-09
  1.9739701e-08  4.9349254e-09 -4.9349254e-09  4.9349254e-09
 -1.4804776e-08  0.0000000e+00 -4.9349254e-09  7.4023880e-09
 -7.4023880e-09  9.8698507e-09  4.9349254e-09 -9.8698507e-09
 -9.8698507e-09  4.9349254e-09 -9.8698507e-09  9.8698507e-09
  2.4674627e-09 -4.9349254e-09  1.2337313e-08 -9.8698507e-09]",ataque
1810,"[-2.4674627e-09  9.8698507e-09  9.8698507e-09 -1.2337313e-08
 -1.6038507e-08  0.0000000e+00 -4.9349254e-09  0.0000000e+00
 -9.8698507e-09 -4.9349254e-09  9.8698507e-09 -7.4023880e-09
  1.1103582e-08  1.9739701e-08  0.0000000e+00 -4.9349254e-09
 -1.2337313e-09  0.0000000e+00  4.9349254e-09 -7.4023880e-09
  4.9349254e-09 -2.4674627e-09 -3.7011940e-09  4.9349254e-09
  1.3571045e-08  0.0000000e+00 -1.9739701e-08  0.0000000e+00
 -2.4674627e-09  6.7855224e-09 -7.4023880e-09 -1.2337313e-08
 -2.9609552e-08  1.2337313e-09 -4.9349254e-09  0.0000000e+00
  1.2337313e-09  4.9349254e-09  4.9349254e-09  0.0000000e+00]",resposta
1811,"[ 9.8698507e-09 -2.4674627e-09 -1.2337313e-08  0.0000000e+00
  1.4804776e-08  1.4804776e-08 -9.8698507e-09  4.9349254e-09
 -9.8698507e-09 -9.8698507e-09  0.0000000e+00  4.9349254e-09
 -4.9349254e-09 -7.4023880e-09 -4.9349254e-09  0.0000000e+00
  9.8698507e-09 -2.4674627e-09  0.0000000e+00 -4.9349254e-09
 -1.4785648e-08 -9.8570991e-09  0.0000000e+00 -4.9285496e-09
 -4.9285496e-09  0.0000000e+00  0.0000000e+00 -4.9285496e-09
  1.9714198e-08  0.0000000e+00  0.0000000e+00 -9.8570991e-09
  7.3928241e-09  7.3928241e-09  0.0000000e+00  4.9285496e-09
 -9.8570991e-09  3.6964121e-09 -2.4642748e-09  0.0000000e+00]",ataque
1812,"[ 3.7204460e-09 -4.9605946e-09 -1.2401487e-08 -9.9211892e-09
  0.0000000e+00 -9.9211892e-09  0.0000000e+00  1.4881784e-08
  4.9605946e-09  7.4408919e-09 -4.9605946e-09  1.3641635e-08
 -9.9211892e-09  9.9211892e-09  4.9605946e-09 -3.7204460e-09
 -9.9211892e-09  0.0000000e+00 -1.4881784e-08  9.9211892e-09
  9.8380326e-09 -2.4595082e-09  1.3527295e-08  0.0000000e+00
 -4.9190163e-09 -3.6892625e-09 -1.9676065e-08 -9.8380326e-09
  9.8380326e-09  0.0000000e+00 -2.4595082e-09 -1.2297541e-08
 -2.4595082e-09 -4.9190163e-09 -1.2297541e-09  0.0000000e+00
 -1.9676065e-08  0.0000000e+00  0.0000000e+00 -4.9190163e-09]",resposta
1813,"[ 4.9349254e-09  4.9349254e-09  7.4023880e-09  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  9.8698507e-09  9.8698507e-09  0.0000000e+00
  4.9349254e-09  4.9349254e-09  0.0000000e+00  1.2337313e-08
 -9.8698507e-09  1.9739701e-08  9.8698507e-09 -4.9349254e-09
  9.8698507e-09  2.4674627e-09  4.9349254e-09 -2.4674627e-09
 -2.4674627e-09  7.4023880e-09 -4.9349254e-09  4.9349254e-09
  9.8698507e-09 -2.4674627e-09  0.0000000e+00 -4.9349254e-09
  4.9349254e-09  0.0000000e+00 -4.9349254e-09  4.9349254e-09
  1.7272239e-08  0.0000000e+00 -9.8698507e-09  9.8698507e-09]",ataque
1814,"[ 0.0000000e+00 -3.0843283e-09  9.8698507e-09  9.8698507e-09
  0.0000000e+00  0.0000000e+00 -1.4804776e-08  4.9349254e-09
 -9.8698507e-09 -9.8698507e-09  3.7011940e-09  0.0000000e+00
  9.8698507e-09 -2.4674627e-09 -9.8698507e-09  0.0000000e+00
 -9.8698507e-09  9.8698507e-09  7.4023880e-09 -4.9349254e-09
  0.0000000e+00  2.4674627e-09 -1.2337313e-08  0.0000000e+00
 -2.4674627e-09  4.9349254e-09  0.0000000e+00 -4.9349254e-09
  1.4804776e-08  0.0000000e+00 -4.9349254e-09  7.4023880e-09
  4.9349254e-09  4.9349254e-09  9.8698507e-09  0.0000000e+00
  9.8698507e-09  0.0000000e+00  1.4804776e-08 -4.9349254e-09]",resposta
1815,"[-1.9701471e-08  9.8507353e-09  0.0000000e+00  0.0000000e+00
  9.8507353e-09  4.9253677e-09  0.0000000e+00  0.0000000e+00
 -9.8507353e-09  0.0000000e+00  0.0000000e+00  9.8507353e-09
  4.9253677e-09  9.8507353e-09  4.9253677e-09  0.0000000e+00
  0.0000000e+00 -2.4626838e-09 -4.9253677e-09  1.2313420e-08
  9.8634709e-09  7.3976030e-09  7.3976030e-09  9.8634709e-09
 -1.4795206e-08  6.1646692e-09 -9.8634709e-09  0.0000000e+00
  0.0000000e+00 -1.1096405e-08  0.0000000e+00  0.0000000e+00
  9.8634709e-09  0.0000000e+00  7.3976030e-09 -9.8634709e-09
  0.0000000e+00 -9.8634709e-09  0.0000000e+00 -2.4658677e-09]",resposta
1816,"[ 0.0000000e+00 -6.1886718e-09  9.9018749e-09  9.9018749e-09
 -8.6641405e-09 -4.9509374e-09  0.0000000e+00  4.9509374e-09
  4.9509374e-09  9.9018749e-09  9.9018749e-09  9.9018749e-09
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
 -1.4852812e-08  0.0000000e+00 -1.9803750e-08  1.9803750e-08
 -7.3928241e-09  9.8570991e-09 -7.3928241e-09 -9.8570991e-09
  2.4642748e-09 -9.8570991e-09  4.9285496e-09 -2.4642748e-09
 -1.4785648e-08  4.9285496e-09  0.0000000e+00 -9.8570991e-09
  0.0000000e+00  0.0000000e+00 -4.9285496e-09 -9.8570991e-09
  0.0000000e+00  4.9285496e-09  7.3928241e-09  0.0000000e+00]",resposta
1817,"[-9.8698507e-09  3.7011940e-09  9.8698507e-09  4.9349254e-09
  6.1686567e-09  2.4674627e-09 -2.4674627e-09  9.8698507e-09
  0.0000000e+00 -4.9349254e-09  1.2337313e-08 -7.4023880e-09
  6.1686567e-09 -9.8698507e-09 -6.1686567e-09 -6.1686567e-09
 -9.8698507e-09  0.0000000e+00 -4.9349254e-09  9.8698507e-09
  0.0000000e+00 -6.1886718e-09  0.0000000e+00 -4.9509374e-09
  0.0000000e+00  9.9018749e-09  0.0000000e+00  0.0000000e+00
  9.9018749e-09  0.0000000e+00 -4.9509374e-09 -4.9509374e-09
  4.9509374e-09 -4.9509374e-09 -4.9509374e-09  1.0520742e-08
 -4.9509374e-09 -9.9018749e-09  2.4754687e-09  0.0000000e+00]",resposta
1818,"[ 9.9018749e-09  3.7132031e-09  8.6641405e-09  0.0000000e+00
 -2.4754687e-09  2.4754687e-09 -4.9509374e-09  0.0000000e+00
 -9.9018749e-09 -1.9803750e-08 -4.9509374e-09  0.0000000e+00
 -9.9018749e-09  0.0000000e+00 -9.9018749e-09  0.0000000e+00
 -1.4852812e-08  0.0000000e+00  9.9018749e-09 -4.9509374e-09
  1.2337313e-09  0.0000000e+00 -7.4023880e-09  4.9349254e-09
 -4.9349254e-09  0.0000000e+00  9.8698507e-09  4.9349254e-09
 -7.4023880e-09 -1.2337313e-08  4.9349254e-09 -1.9739701e-08
  4.9349254e-09 -7.4023880e-09 -1.4804776e-08  6.1686567e-09
  0.0000000e+00  6.1686567e-09  2.4674627e-09  0.0000000e+00]",ataque
1819,"[-9.8698507e-09 -7.4023880e-09 -2.4674627e-09  4.9349254e-09
 -4.9349254e-09  0.0000000e+00  9.8698507e-09  9.8698507e-09
 -1.4804776e-08 -6.1686567e-09  7.4023880e-09  0.0000000e+00
 -4.9349254e-09  4.9349254e-09  4.9349254e-09  9.8698507e-09
  0.0000000e+00 -9.8698507e-09 -1.4804776e-08 -9.8698507e-09
  0.0000000e+00 -1.1750851e-08 -1.2369317e-08 -4.9477267e-09
 -7.4215900e-09 -9.8954533e-09 -9.8954533e-09  4.9477267e-09
  9.8954533e-09  4.9477267e-09  9.8954533e-09  0.0000000e+00
  9.8954533e-09  0.0000000e+00  4.9477267e-09  0.0000000e+00
  2.4738633e-09 -9.2769872e-09  0.0000000e+00  2.4738633e-09]",ataque
